id,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,home_player_X1,home_player_X2,home_player_X3,home_player_X4,home_player_X5,home_player_X6,home_player_X7,home_player_X8,home_player_X9,home_player_X10,home_player_X11,away_player_X1,away_player_X2,away_player_X3,away_player_X4,away_player_X5,away_player_X6,away_player_X7,away_player_X8,away_player_X9,away_player_X10,away_player_X11,home_player_Y1,home_player_Y2,home_player_Y3,home_player_Y4,home_player_Y5,home_player_Y6,home_player_Y7,home_player_Y8,home_player_Y9,home_player_Y10,home_player_Y11,away_player_Y1,away_player_Y2,away_player_Y3,away_player_Y4,away_player_Y5,away_player_Y6,away_player_Y7,away_player_Y8,away_player_Y9,away_player_Y10,away_player_Y11,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,GBH,GBD,GBA,BSH,BSD,BSA
2526,1729,1729,2010/2011,12,10-11-2010 00:00,839931,10261,8655,1,2,1,2,4,6,8,2,4,6,8,4,6,1,3,4,7,1,3,5,7,9,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,7,7,7,7,7,10,10,24229,49571,30929,24899,37475,24205,38373,23933,33852,47382,24225,30622,30739,19020,23921,30658,30842,186137,23916,38836,113465,21613,1.91,3.4,4.2,1.91,3.3,3.9,1.9,3.3,3.7,2,3.4,3.75,,,,1.95,3.3,4,1.95,3.4,4.2,1.95,3.5,4.2,1.9,3.3,4,1.95,3.25,3.8
2527,1729,1729,2010/2011,12,10-11-2010 00:00,839932,8456,10260,0,0,1,2,4,6,8,3,5,7,4,6,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,6,8,8,11,1,3,3,3,3,7,7,7,10,10,10,31432,36183,30831,39027,30509,36615,30598,23782,37459,38807,38817,30726,38994,30620,30865,32569,24148,30373,34944,40945,27430,30802,2.63,3.25,2.75,2.5,3.2,2.7,2.65,3.3,2.4,2.62,3.3,2.62,,,,2.7,3.1,2.7,2.63,3.3,2.75,2.62,3.3,2.88,2.6,3.25,2.6,2.62,3.2,2.62
2528,1729,1729,2010/2011,12,10-11-2010 00:00,839933,8455,9879,1,0,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,9,11,30859,25925,31306,30627,38834,30675,32345,40825,31906,30822,30679,30633,33045,26777,23780,78511,24020,30338,25253,34574,41008,30956,1.2,6.5,15,1.18,6.25,13,1.2,5.5,12,1.2,6.5,13,,,,1.22,5.5,15,1.2,6.5,17,1.22,6.5,17,1.2,6.25,12,1.2,6,13
2529,1729,1729,2010/2011,13,13-11-2010 00:00,839934,8586,8655,4,2,1,2,4,6,8,2,4,6,8,4,6,1,1,3,5,7,9,3,4,6,8,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,3,7,7,7,7,11,30455,32870,38835,26108,40006,30840,30818,31097,31921,40755,30830,30622,30658,19020,23921,30739,38836,30842,186137,23916,113465,21613,1.57,3.8,6.5,1.6,3.45,6,1.55,3.7,5.4,1.62,3.75,5.5,,,,1.62,3.6,6,1.62,4,5.25,1.62,4,6.5,1.6,3.75,5.25,1.62,3.5,6
2530,1729,1729,2010/2011,13,13-11-2010 00:00,839935,8654,8483,0,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,36374,26256,23818,24744,26348,30353,37169,24223,30734,24450,26347,24694,29571,40548,35554,23065,39109,40563,23464,46344,22959,21853,1.91,3.6,4,1.85,3.6,3.8,1.9,3.3,3.7,1.91,3.6,3.8,,,,1.91,3.4,4,1.91,3.6,3.75,1.91,3.6,4.33,1.9,3.4,4,1.91,3.3,4
2531,1729,1729,2010/2011,13,13-11-2010 00:00,839936,10252,10260,2,2,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,30380,30357,24211,24751,24136,139671,161415,189074,30892,23354,23264,30726,30362,30620,30865,32569,40945,24148,34944,30802,27430,70409,4.5,3.6,1.8,4.25,3.45,1.8,3.7,3.3,1.9,4.5,3.5,1.8,,,,4.5,3.3,1.85,4.33,3.5,1.83,5,3.6,1.83,4.25,3.4,1.83,4.5,3.25,1.85
2532,1729,1729,2010/2011,13,14-11-2010 00:00,839937,8668,9825,1,2,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,6,6,8,8,8,11,31465,30371,24216,23268,24846,77690,30839,24011,36012,30876,30735,30973,26111,30986,33812,31291,23678,143793,3520,30613,26181,25537,3.4,3.3,2.2,3.1,3.25,2.2,3.2,3.2,2.1,3.25,3.25,2.25,,,,3.3,3.2,2.25,3.1,3.4,2.25,3.4,3.4,2.25,3.2,3.2,2.2,3.2,3.2,2.25
2533,1729,1729,2010/2011,13,13-11-2010 00:00,839938,10261,9879,0,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,24229,49571,24899,30929,37475,40565,38373,23933,33852,47382,36412,30633,33045,23780,26777,34574,24020,30338,24737,41008,31907,30956,1.91,3.4,4.2,1.85,3.4,4,1.9,3.3,3.7,1.91,3.4,4,,,,1.91,3.3,4.2,2,3.2,4,2,3.4,4.33,1.95,3.2,4,1.91,3.3,4
2534,1729,1729,2010/2011,13,13-11-2010 00:00,839939,8456,8658,0,0,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,31432,36183,30831,39027,16351,30598,36615,24159,37459,38807,38817,24147,24226,34193,23837,23787,35443,25075,24978,77704,31953,38567,1.4,4.5,8.5,1.38,4.5,7.5,1.4,4.1,7,1.4,4.5,8,,,,1.44,4.33,7,1.4,4.2,9,1.4,4.6,9,1.4,4.25,8,1.4,4.33,8
2535,1729,1729,2010/2011,13,13-11-2010 00:00,839940,8602,8559,2,3,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,30669,23099,23091,93458,23435,23225,31317,35466,23538,23291,34433,23932,34430,40128,23783,24728,130670,35532,24455,24372,23934,34261,2.4,3.1,3.2,2.2,3.2,3.2,2.4,3.2,2.7,2.4,3.3,2.9,,,,2.4,3.2,3,2.3,3.25,3.1,2.4,3.3,3.2,2.35,3.2,3,2.3,3.25,3
2536,1729,1729,2010/2011,13,13-11-2010 00:00,839941,10194,8650,2,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,46518,23369,40695,38899,24408,34601,25668,24411,24773,38755,30988,30660,30617,39032,22764,24781,25923,95327,37139,30618,33632,30853,3.75,3.25,2.1,4.1,3.4,1.85,3.7,3.3,1.9,3.75,3.4,2,,,,3.6,3.1,2.15,3.75,3.4,2,4,3.4,2.05,3.6,3.2,2.05,3.6,3.2,2.05
2537,1729,1729,2010/2011,13,13-11-2010 00:00,839942,8528,8659,1,0,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,7,7,11,25156,26631,25948,41071,11736,29581,129817,40015,118929,160713,71550,36373,23922,37428,30903,23282,23257,71502,25005,24171,23954,25550,2.5,3.25,2.88,2.25,3.2,3.05,2.3,3.2,2.8,2.4,3.3,2.88,,,,2.6,3.25,2.7,2.38,3.2,3,2.5,3.3,3,2.5,3.2,2.75,2.38,3.2,2.88
2538,1729,1729,2010/2011,13,14-11-2010 00:00,839943,8455,8472,0,3,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10,30859,25925,30856,31306,38834,79574,32345,40825,30679,30822,37804,32562,24209,34275,24230,36786,156008,24116,25150,30352,113836,41980,1.22,5.75,15,1.22,5.5,12,1.22,5.3,11,1.2,6.5,13,,,,1.22,5.5,15,1.18,6.5,15,1.22,6.5,17,1.22,6,11,1.2,6,13
2539,1729,1729,2010/2011,14,20-11-2010 00:00,839944,10260,8528,2,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,30726,38994,30620,30865,32569,40945,24148,34944,30802,39968,165709,25156,25948,24452,11736,111865,29581,40015,129817,26631,118929,71550,1.22,6,15,1.18,6.5,12,1.22,5.3,11,1.22,6,13,,,,1.22,5.5,15,1.22,6.5,15,1.22,6.5,17,1.2,5.75,15,1.2,6,15
2540,1729,1729,2010/2011,14,20-11-2010 00:00,839945,9825,8586,2,3,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,9,11,30973,26111,46539,33812,31291,23678,39297,3520,30613,26181,25537,30455,32870,38835,26108,40006,30895,30818,31097,31921,30840,40755,1.62,4,5.5,1.6,3.75,5.25,1.7,3.5,4.4,1.67,3.75,5,,,,1.62,4,5,1.67,3.8,5.5,1.67,4.2,5.5,1.65,3.75,5,1.62,3.6,5.5
2541,1729,1729,2010/2011,14,20-11-2010 00:00,839946,8650,8654,3,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,7,11,30660,34036,30617,22764,24781,37139,25923,32937,33632,30853,41175,36374,26256,24744,23818,26348,26347,37169,34590,30734,24450,34543,1.57,3.8,6.5,1.55,3.75,6,1.55,3.7,5.4,1.53,3.75,6.5,,,,1.57,3.6,6.5,1.57,3.75,7,1.57,4,7,1.55,3.6,6.5,1.53,3.6,7
2542,1729,1729,2010/2011,14,22-11-2010 00:00,839947,8472,8668,2,2,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,32562,24209,34275,24740,36786,156008,24116,25150,30352,113836,23949,31465,30371,24216,23268,24846,77690,30839,24011,36012,30876,30735,2.6,3.2,2.8,2.5,3.1,2.8,2.4,3.2,2.7,2.4,3.25,2.88,,,,2.62,3.1,2.8,2.6,3.3,2.8,2.62,3.3,2.88,2.5,3.25,2.7,2.38,3.25,2.88
2543,1729,1729,2010/2011,14,21-11-2010 00:00,839948,8655,10252,2,0,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,9,11,30622,30658,19020,23921,30739,30342,113465,186137,23916,23927,34176,30380,30357,24211,161414,24136,30892,24213,189074,161415,23354,23264,2.3,3.25,3.25,2.25,3.2,3.1,2.4,3.2,2.7,2.38,3.25,3,,,,2.3,3.1,3.2,2.38,3.25,3.2,2.38,3.3,3.3,2.3,3.25,3,2.3,3.25,3
2544,1729,1729,2010/2011,14,21-11-2010 00:00,839949,9879,8456,1,4,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,30633,43247,23780,26777,34479,24020,30338,25253,34574,30956,31907,31432,30509,30831,39027,16351,23782,36615,30598,37459,38817,40792,3.2,3.1,2.4,3.05,3.25,2.25,2.9,3.1,2.3,2.88,3.25,2.4,,,,3,3.25,2.38,3.2,3.25,2.38,3.25,3.25,2.4,3,3.25,2.3,2.88,3.25,2.38
2545,1729,1729,2010/2011,14,20-11-2010 00:00,839950,8658,8455,1,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,24147,24226,34193,23787,23837,35443,33049,24978,77704,31953,38567,30859,30856,31306,26564,38834,79574,32345,31906,37804,30679,30822,5,3.6,1.73,5,3.6,1.67,4.4,3.5,1.7,5.5,3.75,1.62,,,,4.4,3.6,1.8,5,3.5,1.8,5.25,3.6,1.75,4.75,3.4,1.75,5.5,3.5,1.67
2546,1729,1729,2010/2011,14,20-11-2010 00:00,839951,8559,10261,5,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,23932,34430,23783,40128,24728,130670,35532,24455,24372,34261,23934,24229,49571,30929,24899,37475,40565,23933,30248,33852,47382,24225,2.1,3.3,3.6,2.05,3.4,3.4,2.1,3.2,3.2,2.1,3.3,3.5,,,,2.1,3.5,3.25,2.1,3.3,3.75,2.15,3.4,3.75,2.1,3.25,3.4,2.1,3.25,3.4
2547,1729,1729,2010/2011,14,20-11-2010 00:00,839952,8659,10194,0,3,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,7,10,10,36373,49885,37428,30903,25922,23019,24171,71502,25005,23954,25550,46518,23369,40695,38899,24408,34601,24411,25668,24773,38755,30988,2.2,3.2,3.5,2.1,3.1,3.5,2.2,3.2,3,2.2,3.3,3.3,,,,2.05,3.3,3.6,2.2,3.25,3.6,2.25,3.3,3.6,2.15,3.2,3.3,2.2,3.2,3.25
2548,1729,1729,2010/2011,14,20-11-2010 00:00,839953,8483,8602,2,1,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,7,11,72810,29571,40548,35554,23065,127133,39109,40563,21853,22959,24772,30669,23099,23091,32581,23435,23538,29673,25415,35466,23225,23291,2.5,3.3,2.88,2.45,3.2,2.75,2.3,3.2,2.8,2.3,3.4,3,,,,2.4,3.4,2.8,2.5,3.4,2.88,2.5,3.4,2.88,2.5,3.25,2.75,2.5,3.25,2.7
2549,1729,1729,2010/2011,15,27-11-2010 00:00,839954,10260,8655,7,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,7,11,30726,38994,30620,30865,32569,40945,40961,34944,30802,27430,30829,30622,30658,19020,23921,38836,30842,186137,30342,34567,23927,34176,1.25,5.5,13,1.22,5.5,12.5,1.2,5.5,12,1.29,5.5,10,,,,1.3,5,11,1.25,5.5,12,1.29,6,13,1.3,5,9,1.25,5.5,11
2550,1729,1729,2010/2011,15,28-11-2010 00:00,839955,8586,8650,2,1,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,30455,32870,26108,38835,40006,30895,97988,31097,31921,30840,30830,30660,34036,30617,22764,24781,37139,25923,95327,33632,30853,41175,2,3.4,3.8,2.15,3.4,3.5,2.1,3.2,3.2,2.1,3.3,3.5,,,,2,3.2,4,2.1,3.4,3.4,2.1,3.4,3.8,2,3.3,3.6,2.1,3.2,3.5
2551,1729,1729,2010/2011,15,27-11-2010 00:00,839956,8654,8528,3,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,7,11,36374,26256,109897,23818,24744,70865,30966,24223,160496,26347,24450,25156,26631,25948,24452,111865,29581,40015,129817,118929,160713,49825,2,3.5,3.75,1.91,3.4,3.8,2,3.2,3.4,2,3.4,3.75,,,,2.1,3.3,3.5,2.1,3.4,3.2,2.05,3.4,4,2,3.2,3.75,2,3.25,3.75
2552,1729,1729,2010/2011,15,27-11-2010 00:00,839957,10252,9825,2,4,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,6,6,8,8,8,11,30380,30357,24211,24751,24136,30892,161414,161415,23354,37478,26165,30973,26111,46539,33812,31291,143793,23678,26181,31435,3520,25537,3.4,3.3,2.2,3.5,3.5,2.1,3.3,3.3,2,3.3,3.3,2.2,,,,3.5,3.3,2.1,3.5,3.3,2.1,3.6,3.4,2.2,3.2,3.2,2.2,3.1,3.2,2.25
2553,1729,1729,2010/2011,15,27-11-2010 00:00,839958,8668,8659,1,4,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,7,11,31465,24023,23268,24216,24846,25666,24011,30839,36012,30876,24160,36373,49885,25005,37428,25922,23257,24171,71502,32734,23954,25550,1.57,3.8,6.5,1.55,3.5,6.5,1.6,3.6,5,1.57,3.75,6,,,,1.62,3.6,6,1.57,3.8,6,1.57,4,6.5,1.57,3.75,5.75,1.57,4,5.5
2554,1729,1729,2010/2011,15,28-11-2010 00:00,839959,10261,8455,1,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,24229,49571,34418,24228,37475,40565,38373,33852,38831,47382,24225,30859,25925,31306,26564,38834,79574,32345,31906,37804,30679,30822,5,3.6,1.73,5,3.6,1.65,4.6,3.5,1.65,5.5,3.75,1.62,,,,5,3.3,1.8,5,3.75,1.67,5.25,3.75,1.73,4.5,3.6,1.73,4.75,3.4,1.75
2555,1729,1729,2010/2011,15,27-11-2010 00:00,839960,8602,8472,3,2,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,7,10,10,36283,40022,23435,23091,33138,23099,25415,29673,31317,23538,23291,32562,24209,30885,24740,36786,24116,156008,25150,30352,23949,113836,2.6,3.2,2.8,2.55,3.2,2.65,2.4,3.2,2.7,2.62,3.3,2.62,,,,2.5,3.1,2.9,2.63,3.25,2.5,2.62,3.3,2.88,2.55,3.1,2.75,2.38,3.25,2.88
2556,1729,1729,2010/2011,15,27-11-2010 00:00,839961,9879,8658,1,1,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,30633,43247,23780,26777,34479,24020,30338,25253,30956,24737,24661,24147,24226,34193,23837,23787,35443,33049,24978,77704,31953,26169,2,3.3,4,1.95,3.25,3.85,2,3.2,3.4,2.1,3.3,3.5,,,,2.1,3.1,3.8,2.1,3.25,3.6,2,3.3,4,2,3.25,3.75,2.05,3.25,3.6
2557,1729,1729,2010/2011,15,27-11-2010 00:00,839962,8559,8483,2,2,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10,23932,34430,23783,40128,24728,130670,155384,35532,24372,23934,34261,72810,29571,40548,35554,23065,46344,40563,39109,23464,21853,22959,1.57,4.2,5.5,1.55,4.1,5.25,1.65,3.5,4.6,1.62,3.75,5.5,,,,1.62,3.6,6,1.62,3.75,5.5,1.57,4.2,6,1.57,3.75,5.75,1.57,4,5.5
2558,1729,1729,2010/2011,15,27-11-2010 00:00,839963,10194,8456,1,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,46518,23369,40695,38899,24408,34601,24411,25668,24773,38755,30988,31432,24208,30831,39027,16351,37459,23782,30598,38807,38817,108808,3.4,3.25,2.2,3.5,3.4,2.15,2.8,3.2,2.3,3.3,3.3,2.2,,,,3.75,3.1,2.1,3.25,3.25,2.25,3.5,3.3,2.2,3.5,3.2,2.1,3.1,3.25,2.25
2559,1729,1729,2010/2011,16,04-12-2010 00:00,839964,9825,9879,2,1,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,9,11,30973,26111,46539,33812,31291,26181,143793,23678,31435,3520,25537,30633,37266,26777,23780,78511,24020,30338,25253,30956,24737,24661,1.29,5.25,12,1.25,5.25,11,1.25,5,10,1.29,5,11,,,,1.3,5,11,1.29,5.5,12,1.29,5.5,13,1.3,5,9,1.29,5,10
2560,1729,1729,2010/2011,16,06-12-2010 00:00,839965,8650,10252,3,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,7,11,30660,34036,39032,22764,24781,37139,25923,95327,33632,30915,41175,30380,30357,24211,24751,24136,139671,189074,30892,161414,24213,23264,1.62,3.75,6,1.6,3.5,5.85,1.55,3.7,5.4,1.62,3.75,5.5,,,,1.62,3.6,6,1.62,3.75,6.5,1.62,3.6,5.5,1.55,3.75,6,1.53,3.75,6.5
2561,1729,1729,2010/2011,16,05-12-2010 00:00,839966,8472,8654,1,0,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10,32562,24209,30885,24740,36786,156008,25150,30352,113836,23949,41980,36374,23939,109897,23818,24744,30353,24223,33312,30734,34543,24450,1.83,3.5,4.5,1.85,3.45,4,1.9,3.3,3.7,1.91,3.4,4,,,,1.83,3.5,4.33,1.87,3.5,4.5,1.83,3.3,4.4,1.85,3.5,4,1.91,3.3,4
2562,1729,1729,2010/2011,16,04-12-2010 00:00,839967,8456,8559,1,0,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10,31432,30509,30831,39027,16351,36615,30598,23782,37459,38817,108808,23932,34430,23783,40128,24728,130670,155384,35532,33633,34261,23934,1.53,4,6.5,1.55,4.1,6.25,1.55,3.7,5.4,1.53,4,6,,,,1.57,3.6,6.5,1.57,3.8,7,1.5,4,6.5,1.53,3.75,6.5,1.5,3.75,7
2563,1729,1729,2010/2011,16,04-12-2010 00:00,839968,8655,8602,3,0,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,5,7,7,7,7,11,1,3,3,3,3,7,7,7,7,10,10,30622,30658,19020,23921,30739,186137,30842,30342,23916,23927,34176,36283,40022,93458,32581,23435,33138,29673,31317,23099,23291,23538,1.73,3.6,5,1.75,3.5,4.4,1.7,3.5,4.4,1.8,3.5,4.5,,,,1.8,3.6,4.33,1.8,3.5,5,1.75,3.75,5,1.75,3.4,4.75,1.75,3.5,4.5
2564,1729,1729,2010/2011,16,04-12-2010 00:00,839969,8658,8586,1,1,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,7,10,10,24147,24226,34193,23837,23787,77704,24978,25075,33049,38254,31953,30455,32870,26209,38835,40006,30895,97988,31097,31921,30348,30830,3.5,3.4,2.1,3.4,3.4,2.15,3,3.2,2.2,3.5,3.3,2.1,,,,3.3,3.4,2.15,3.5,3.4,2.15,3.75,3.5,2.1,3.5,3.2,2.1,3.3,3.25,2.15
2565,1729,1729,2010/2011,16,05-12-2010 00:00,839970,8659,10261,3,1,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,7,10,10,36373,49885,25005,37428,25922,33790,23257,32734,24171,23954,25550,24229,49571,34418,24228,37475,38831,40565,38373,33852,24225,47382,2.25,3.3,3.25,2.2,3.3,3.1,2.2,3.2,3,2.25,3.3,3.2,,,,2.3,3.3,3.1,2.25,3.3,3.4,2.15,3.2,3.3,2.2,3.2,3.2,2.25,3.25,3.1
2566,1729,1729,2010/2011,16,25-01-2011 00:00,839971,8483,10260,2,3,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10,72810,29571,35554,40548,24469,46344,39109,40563,23464,21853,22959,30726,38994,165823,30865,32569,40945,30373,24148,24156,27430,30829,8,5,1.36,8.5,4.5,1.35,7,4.1,1.4,8,5,1.36,,,,9,4.5,1.36,8.5,5.5,1.33,10,5,1.36,8,4.75,1.35,7.5,4.75,1.36
2567,1729,1729,2010/2011,16,04-12-2010 00:00,839972,8528,10194,2,2,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,7,10,10,25156,25948,11736,24452,111865,29581,22991,40015,129817,160713,18859,46518,38899,40695,35467,24408,33881,24411,25668,24773,38755,30988,2.75,3.2,2.63,2.55,3.25,2.6,2.3,3.2,2.8,2.5,3.3,2.8,,,,2.7,3.1,2.7,2.63,3.3,2.75,2.62,3.1,2.6,2.6,3.25,2.6,2.5,3.25,2.75
2568,1729,1729,2010/2011,16,04-12-2010 00:00,839973,8455,8668,1,1,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,9,11,30859,25925,31306,30627,38834,30675,32345,30679,31906,30822,37804,31465,30371,23268,24216,24846,77690,39618,109058,36012,30876,30735,1.36,4.75,9,1.35,4.5,8.25,1.35,4.5,7.3,1.36,5,7.5,,,,1.4,4.2,9,1.4,4.5,9,1.36,4.6,8,1.35,4.5,9,1.36,4.5,8
2569,1729,1729,2010/2011,17,13-12-2010 00:00,839974,10260,9825,1,0,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,7,7,11,30726,32569,30620,30865,38994,40945,24148,34944,40961,30802,30829,169718,26111,46539,33812,31291,26181,31435,23678,143793,3520,25537,2,3.4,3.8,1.95,3.4,3.6,1.85,3.3,3.9,2,3.4,3.75,,,,2,3.4,3.75,2,3.4,3.8,2,3.5,4.2,1.95,3.4,3.75,2,3.25,3.75
